breaktype;code;datetime;givenanswer;question;time;vpid;cid
images;ITMDFP;2016-07-05T08:47:05-04:00;NA;NA;19446;417;ITMDFP
calculations;PPVUIH;2016-07-05T08:47:10-04:00;3;8 - 5 = ?;3080;429;PPVUIH
images;NRUCLE;2016-07-05T08:47:33-04:00;3;frozenlake;10277;373;NRUCLE
images;NRUCLE;2016-07-05T08:47:35-04:00;NA;NA;11795;373;NRUCLE
images;GRSYSM;2016-07-05T08:47:42-04:00;9;frozenlake;7680;423;GRSYSM
calculations;QQBOGG;2016-07-05T08:48:00-04:00;8;3 + 5 = ?;2383;379;QQBOGG
calculations;QQBOGG;2016-07-05T08:48:04-04:00;NA;NA;6269;379;QQBOGG
images;XHYWCV;2016-07-05T07:48:16-05:00;0;mountaincloud;14223;395;XHYWCV
images;HIXVWP;2016-07-05T07:54:29-05:00;0;nightlyforest;2566;396;HIXVWP
images;HIXVWP;2016-07-05T07:54:31-05:00;NA;NA;4615;396;HIXVWP
images;XHYWCV;2016-07-05T07:48:41-05:00;NA;NA;39830;395;XHYWCV
images;GRSYSM;2016-07-05T08:48:50-04:00;NA;NA;75490;423;GRSYSM
default;YYPUNF;2016-07-05T08:48:58-04:00;NA;NA;3894;410;YYPUNF
calculations;FKPBFD;2016-07-05T08:45:39-04:00;3;8 - 5 = ?;3312;431;FKPBFD
calculations;FKPBFD;2016-07-05T08:45:43-04:00;NA;NA;7360;431;FKPBFD
calculations;MDXJSL;2016-07-05T08:49:22-04:00;8;4 + 4 = ?;1983;377;MDXJSL
images;YWQWSG;2016-07-05T07:49:35-05:00;3;waterfalls;7262;421;YWQWSG
images;OEZPBB;2016-07-05T08:49:40-04:00;7;hilltrail;7373;399;OEZPBB
images;OEZPBB;2016-07-05T08:49:47-04:00;NA;NA;13439;399;OEZPBB
calculations;XMDZGW;2016-07-05T08:49:48-04:00;7;9 - 2 = ?;3726;424;XMDZGW
default;LOIAQP;2016-07-05T05:49:55-07:00;NA;NA;18442;389;LOIAQP
images;TFLUJD;2016-07-05T08:49:51-04:00;8;mountaincloud;2955;420;TFLUJD
images;TFLUJD;2016-07-05T08:49:55-04:00;NA;NA;7387;420;TFLUJD
images;HACWKM;2016-07-05T07:50:10-05:00;7;frozenlake;19871;418;HACWKM
images;QMVRLD;2016-07-05T08:50:12-04:00;9;nightlyforest;3631;416;QMVRLD
images;QMVRLD;2016-07-05T08:50:15-04:00;NA;NA;6847;416;QMVRLD
images;HACWKM;2016-07-05T07:50:25-05:00;NA;NA;35139;418;HACWKM
default;BHDKKC;2016-07-05T08:50:26-04:00;NA;NA;8668;433;BHDKKC
calculations;MDXJSL;2016-07-05T08:50:27-04:00;NA;NA;66781;377;MDXJSL
calculations;YMMTRS;2016-07-05T07:50:38-05:00;3;2 + 1 = ?;3483;401;YMMTRS
calculations;XMDZGW;2016-07-05T08:50:35-04:00;NA;NA;51001;424;XMDZGW
calculations;VEGYHD;2016-07-05T08:53:41-04:00;8;4 + 4 = ?;5270;426;VEGYHD
default;YCODNU;2016-07-05T07:50:41-05:00;NA;NA;12378;432;YCODNU
default;YYPUNF;2016-07-05T08:50:47-04:00;NA;NA;3228;410;YYPUNF
images;ITMDFP;2016-07-05T08:50:49-04:00;7;nightlyforest;4869;417;ITMDFP
calculations;VEGYHD;2016-07-05T08:53:53-04:00;NA;NA;16886;426;VEGYHD
images;SEDKIH;2016-07-05T07:50:51-05:00;0;mountain;22013;419;SEDKIH
images;ITMDFP;2016-07-05T08:50:51-04:00;NA;NA;6842;417;ITMDFP
calculations;YMMTRS;2016-07-05T07:51:03-05:00;NA;NA;28276;401;YMMTRS
images;SEDKIH;2016-07-05T07:51:26-05:00;NA;NA;57220;419;SEDKIH
images;YWQWSG;2016-07-05T07:51:42-05:00;NA;NA;134821;421;YWQWSG
calculations;TVBEHJ;2016-07-05T08:51:52-04:00;8;4 + 4 = ?;3222;400;TVBEHJ
calculations;TVBEHJ;2016-07-05T08:52:03-04:00;NA;NA;14121;400;TVBEHJ
images;JEDLIX;2016-07-05T08:52:09-04:00;3;waterfalls;5633;394;JEDLIX
images;JEDLIX;2016-07-05T08:52:28-04:00;NA;NA;24624;394;JEDLIX
calculations;FKPBFD;2016-07-05T08:49:10-04:00;8;3 + 5 = ?;2246;431;FKPBFD
calculations;FKPBFD;2016-07-05T08:49:13-04:00;NA;NA;4631;431;FKPBFD
images;GRSYSM;2016-07-05T08:53:17-04:00;9;nightlyforest;2985;423;GRSYSM
images;GRSYSM;2016-07-05T08:53:20-04:00;NA;NA;6525;423;GRSYSM
calculations;PPVUIH;2016-07-05T08:53:25-04:00;NA;NA;378749;429;PPVUIH
images;VGYRLT;2016-07-05T13:53:34+01:00;8;mountaincloud;567290;374;VGYRLT
default;FKIPGB;2016-07-05T08:53:42-04:00;NA;NA;6459;437;FKIPGB
calculations;QQBOGG;2016-07-05T08:53:43-04:00;7;9 - 2 = ?;2974;379;QQBOGG
images;VGYRLT;2016-07-05T13:53:39+01:00;NA;NA;572343;374;VGYRLT
calculations;VEGYHD;2016-07-05T08:56:51-04:00;3;2 + 1 = ?;2514;426;VEGYHD
calculations;VEGYHD;2016-07-05T08:56:54-04:00;NA;NA;5225;426;VEGYHD
calculations;QQBOGG;2016-07-05T08:53:56-04:00;NA;NA;16159;379;QQBOGG
images;CADEHQ;2016-07-05T06:54:22-06:00;9;waterfalls;5156;392;CADEHQ
images;CADEHQ;2016-07-05T06:54:28-06:00;NA;NA;11060;392;CADEHQ
images;ITMDFP;2016-07-05T08:54:46-04:00;5;hilltrail;4733;417;ITMDFP
default;BHDKKC;2016-07-05T08:54:47-04:00;NA;NA;10129;433;BHDKKC
images;TFLUJD;2016-07-05T08:54:45-04:00;9;nightlyforest;2087;420;TFLUJD
images;ITMDFP;2016-07-05T08:54:48-04:00;NA;NA;7522;417;ITMDFP
images;TFLUJD;2016-07-05T08:54:47-04:00;NA;NA;4265;420;TFLUJD
images;HACWKM;2016-07-05T07:54:57-05:00;7;hilltrail;33444;418;HACWKM
default;JMAMNC;2016-07-05T05:55:08-07:00;NA;NA;282886;386;JMAMNC
images;HACWKM;2016-07-05T07:55:04-05:00;NA;NA;40409;418;HACWKM
calculations;QGKXQU;2016-07-05T08:55:08-04:00;8;3 + 5 = ?;5676;406;QGKXQU
calculations;QGKXQU;2016-07-05T08:55:09-04:00;NA;NA;7458;406;QGKXQU
calculations;XMDZGW;2016-07-05T08:55:23-04:00;2;3 - 1 = ?;1350;424;XMDZGW
default;LOIAQP;2016-07-05T05:55:25-07:00;NA;NA;29832;389;LOIAQP
calculations;XMDZGW;2016-07-05T08:55:47-04:00;NA;NA;24790;424;XMDZGW
calculations;FKPBFD;2016-07-05T08:52:12-04:00;7;9 - 2 = ?;1897;431;FKPBFD
calculations;FKPBFD;2016-07-05T08:52:14-04:00;NA;NA;3955;431;FKPBFD
images;OEZPBB;2016-07-05T08:55:57-04:00;9;mountain;6656;399;OEZPBB
images;OEZPBB;2016-07-05T08:56:04-04:00;NA;NA;13896;399;OEZPBB
images;GRSYSM;2016-07-05T08:56:22-04:00;9;mountaincloud;2313;423;GRSYSM
images;GRSYSM;2016-07-05T08:56:24-04:00;NA;NA;4035;423;GRSYSM
images;QMVRLD;2016-07-05T08:56:30-04:00;9;mountain;3929;416;QMVRLD
images;QMVRLD;2016-07-05T08:56:33-04:00;NA;NA;7241;416;QMVRLD
calculations;YMMTRS;2016-07-05T07:56:51-05:00;8;4 + 4 = ?;2251;401;YMMTRS
images;SEDKIH;2016-07-05T07:57:07-05:00;0;mountaincloud;7393;419;SEDKIH
calculations;YMMTRS;2016-07-05T07:57:11-05:00;NA;NA;22677;401;YMMTRS
calculations;PPVUIH;2016-07-05T08:57:10-04:00;3;2 + 1 = ?;1715;429;PPVUIH
calculations;PPVUIH;2016-07-05T08:57:12-04:00;NA;NA;3176;429;PPVUIH
images;SEDKIH;2016-07-05T07:57:17-05:00;NA;NA;17229;419;SEDKIH
calculations;TVBEHJ;2016-07-05T08:57:26-04:00;2;3 - 1 = ?;3718;400;TVBEHJ
default;YCODNU;2016-07-05T07:57:26-05:00;NA;NA;2718;432;YCODNU
images;YWQWSG;2016-07-05T07:57:43-05:00;0;nightlyforest;9225;421;YWQWSG
calculations;XZPGNW;2016-07-05T08:58:18-04:00;3;2 + 1 = ?;2710;404;XZPGNW
default;NJKYJD;2016-07-05T08:58:24-04:00;NA;NA;14363;438;NJKYJD
images;XHYWCV;2016-07-05T07:58:37-05:00;3;hilltrail;8027;395;XHYWCV
images;XHYWCV;2016-07-05T07:58:43-05:00;NA;NA;14150;395;XHYWCV
default;GONGAZ;2016-07-05T06:58:37-06:00;NA;NA;30202;435;GONGAZ
images;NDDSFZ;2016-07-05T07:59:07-05:00;0;mountaincloud;14821;447;NDDSFZ
images;YWQWSG;2016-07-05T07:59:10-05:00;NA;NA;95897;421;YWQWSG
calculations;QGKXQU;2016-07-05T08:59:12-04:00;1;3 - 1 = ?;1006;406;QGKXQU
calculations;AWADEN;2016-07-05T08:59:13-04:00;3;2 + 1 = ?;5504;407;AWADEN
calculations;VEGYHD;2016-07-05T09:02:25-04:00;7;9 - 2 = ?;2340;426;VEGYHD
calculations;VEGYHD;2016-07-05T09:02:28-04:00;NA;NA;5617;426;VEGYHD
default;BHDKKC;2016-07-05T08:59:30-04:00;NA;NA;20026;433;BHDKKC
images;NDDSFZ;2016-07-05T07:59:37-05:00;NA;NA;44645;447;NDDSFZ
calculations;XMDZGW;2016-07-05T08:59:54-04:00;3;8 - 5 = ?;3009;424;XMDZGW
calculations;WKMESW;2016-07-05T08:59:59-04:00;3;2 + 1 = ?;1926;452;WKMESW
calculations;XMDZGW;2016-07-05T09:00:15-04:00;NA;NA;24192;424;XMDZGW
calculations;WKMESW;2016-07-05T09:00:15-04:00;NA;NA;17751;452;WKMESW
default;FKIPGB;2016-07-05T09:00:31-04:00;NA;NA;1272;437;FKIPGB
default;YCODNU;2016-07-05T08:00:33-05:00;NA;NA;2297;432;YCODNU
calculations;PPVUIH;2016-07-05T09:00:34-04:00;2;3 - 1 = ?;1492;429;PPVUIH
calculations;PPVUIH;2016-07-05T09:00:36-04:00;NA;NA;2667;429;PPVUIH
default;LNEPAD;2016-07-05T09:01:18-04:00;NA;NA;1124;463;LNEPAD
default;SJOAGO;2016-07-05T08:01:35-05:00;NA;NA;19825;457;SJOAGO
images;VGYRLT;2016-07-05T14:01:56+01:00;7;waterfalls;6610;374;VGYRLT
images;VGYRLT;2016-07-05T14:01:59+01:00;NA;NA;9787;374;VGYRLT
default;LNEPAD;2016-07-05T09:02:10-04:00;NA;NA;1640;463;LNEPAD
images;HACWKM;2016-07-05T08:02:10-05:00;8;wave;6886;418;HACWKM
calculations;XZPGNW;2016-07-05T09:02:20-04:00;NA;NA;244815;404;XZPGNW
images;SBFRTB;2016-07-05T09:03:16-04:00;3;frozenlake;18909;446;SBFRTB
images;HACWKM;2016-07-05T08:02:27-05:00;NA;NA;24266;418;HACWKM
images;SBFRTB;2016-07-05T09:03:41-04:00;NA;NA;43652;446;SBFRTB
default;ULIGSX;2016-07-05T09:02:59-04:00;NA;NA;3813;458;ULIGSX
images;SEDKIH;2016-07-05T08:03:21-05:00;4;hilltrail;13434;419;SEDKIH
images;NDDSFZ;2016-07-05T08:03:22-05:00;0;frozenlake;4558;447;NDDSFZ
images;NDDSFZ;2016-07-05T08:03:25-05:00;NA;NA;7054;447;NDDSFZ
images;SEDKIH;2016-07-05T08:03:28-05:00;NA;NA;19649;419;SEDKIH
default;LNEPAD;2016-07-05T09:03:42-04:00;NA;NA;1919;463;LNEPAD
images;YWQWSG;2016-07-05T08:04:00-05:00;7;hilltrail;7033;421;YWQWSG
images;YWQWSG;2016-07-05T08:04:08-05:00;NA;NA;14846;421;YWQWSG
default;XNJQDW;2016-07-05T09:06:05-04:00;NA;NA;8668;459;XNJQDW
calculations;TVBEHJ;2016-07-05T09:04:20-04:00;NA;NA;417807;400;TVBEHJ
images;XHYWCV;2016-07-05T08:04:19-05:00;9;frozenlake;10715;395;XHYWCV
images;XHYWCV;2016-07-05T08:04:23-05:00;NA;NA;14439;395;XHYWCV
default;NJKYJD;2016-07-05T09:05:52-04:00;NA;NA;14546;438;NJKYJD
calculations;WKMESW;2016-07-05T09:05:59-04:00;7;9 - 2 = ?;1856;452;WKMESW
images;NDDSFZ;2016-07-05T08:06:25-05:00;0;mountain;6889;447;NDDSFZ
calculations;WKMESW;2016-07-05T09:06:24-04:00;NA;NA;26858;452;WKMESW
images;NDDSFZ;2016-07-05T08:06:27-05:00;NA;NA;8728;447;NDDSFZ
default;FKIPGB;2016-07-05T09:06:55-04:00;NA;NA;1694;437;FKIPGB
default;SJOAGO;2016-07-05T08:07:13-05:00;NA;NA;7965;457;SJOAGO
default;YBZPJO;2016-07-05T14:07:21+01:00;NA;NA;6924;462;YBZPJO
calculations;XOFIJR;2016-07-05T09:08:04-04:00;8;4 + 4 = ?;2505;381;XOFIJR
calculations;XOFIJR;2016-07-05T09:08:10-04:00;NA;NA;8792;381;XOFIJR
default;GONGAZ;2016-07-05T07:08:40-06:00;NA;NA;11259;435;GONGAZ
calculations;JBHTQK;2016-07-05T09:09:28-04:00;NA;NA;2154027;352;JBHTQK
calculations;WKMESW;2016-07-05T09:09:39-04:00;8;4 + 4 = ?;2009;452;WKMESW
calculations;WKMESW;2016-07-05T09:10:01-04:00;NA;NA;24131;452;WKMESW
calculations;XZPGNW;2016-07-05T09:10:02-04:00;2;3 - 1 = ?;6387;404;XZPGNW
default;ULIGSX;2016-07-05T09:10:08-04:00;NA;NA;2705;458;ULIGSX
calculations;XZPGNW;2016-07-05T09:11:09-04:00;NA;NA;72788;404;XZPGNW
default;XNJQDW;2016-07-05T09:13:18-04:00;NA;NA;14525;459;XNJQDW
default;NJKYJD;2016-07-05T09:11:48-04:00;NA;NA;6703;438;NJKYJD
images;DBHHZZ;2016-07-05T09:12:46-04:00;9;frozenlake;16251;371;DBHHZZ
images;DBHHZZ;2016-07-05T09:12:53-04:00;NA;NA;23287;371;DBHHZZ
default;YBZPJO;2016-07-05T14:12:47+01:00;NA;NA;9334;462;YBZPJO
default;SJOAGO;2016-07-05T08:13:56-05:00;NA;NA;9692;457;SJOAGO
images;SBFRTB;2016-07-05T09:14:54-04:00;8;wave;10723;446;SBFRTB
images;SBFRTB;2016-07-05T09:15:05-04:00;NA;NA;21266;446;SBFRTB
calculations;XOFIJR;2016-07-05T09:14:15-04:00;7;9 - 2 = ?;1898;381;XOFIJR
calculations;XOFIJR;2016-07-05T09:14:21-04:00;NA;NA;7402;381;XOFIJR
images;EXECYX;2016-07-05T09:15:37-04:00;8;mountaincloud;11480;466;EXECYX
images;EXECYX;2016-07-05T09:15:48-04:00;NA;NA;22516;466;EXECYX
images;PTZFAW;2016-07-05T18:46:05+05:30;0;waterfalls;14599;465;PTZFAW
default;YBZPJO;2016-07-05T14:16:01+01:00;NA;NA;1653;462;YBZPJO
images;PTZFAW;2016-07-05T18:46:19+05:30;NA;NA;28566;465;PTZFAW
default;XNJQDW;2016-07-05T09:19:04-04:00;NA;NA;13197;459;XNJQDW
calculations;XOFIJR;2016-07-05T09:17:18-04:00;3;8 - 5 = ?;1587;381;XOFIJR
calculations;XOFIJR;2016-07-05T09:17:19-04:00;NA;NA;3107;381;XOFIJR
calculations;EZJKNF;2016-07-05T09:18:25-04:00;3;2 + 1 = ?;2353;472;EZJKNF
calculations;EZJKNF;2016-07-05T09:18:31-04:00;NA;NA;7710;472;EZJKNF
calculations;XZPGNW;2016-07-05T09:18:47-04:00;8;4 + 4 = ?;2526;404;XZPGNW
default;ULIGSX;2016-07-05T09:18:53-04:00;NA;NA;23762;458;ULIGSX
calculations;XZPGNW;2016-07-05T09:19:07-04:00;NA;NA;21867;404;XZPGNW
images;PTZFAW;2016-07-05T18:49:11+05:30;0;mountaincloud;2949;465;PTZFAW
images;PTZFAW;2016-07-05T18:49:14+05:30;NA;NA;6446;465;PTZFAW
calculations;APUJKV;2016-07-05T09:19:28-04:00;2;3 - 1 = ?;4123;474;APUJKV
images;EXECYX;2016-07-05T09:19:38-04:00;9;waterfalls;5101;466;EXECYX
images;EXECYX;2016-07-05T09:19:43-04:00;NA;NA;9367;466;EXECYX
calculations;CQNXQY;2016-07-05T09:20:28-04:00;8;4 + 4 = ?;7035;477;CQNXQY
images;PTZFAW;2016-07-05T18:50:33+05:30;0;hilltrail;2954;465;PTZFAW
calculations;EZJKNF;2016-07-05T09:20:44-04:00;3;8 - 5 = ?;2170;472;EZJKNF
calculations;EZJKNF;2016-07-05T09:20:47-04:00;NA;NA;4491;472;EZJKNF
images;PTZFAW;2016-07-05T18:50:37+05:30;NA;NA;6586;465;PTZFAW
calculations;CQNXQY;2016-07-05T09:20:39-04:00;NA;NA;18466;477;CQNXQY
calculations;APUJKV;2016-07-05T09:20:57-04:00;NA;NA;92376;474;APUJKV
images;PEINFP;2016-07-05T09:22:50-04:00;0;frozenlake;11472;470;PEINFP
images;PEINFP;2016-07-05T09:23:01-04:00;NA;NA;22511;470;PEINFP
calculations;CQNXQY;2016-07-05T09:23:30-04:00;8;3 + 5 = ?;5605;477;CQNXQY
calculations;CQNXQY;2016-07-05T09:23:34-04:00;NA;NA;9091;477;CQNXQY
calculations;EZJKNF;2016-07-05T09:23:47-04:00;2;3 - 1 = ?;1634;472;EZJKNF
calculations;EZJKNF;2016-07-05T09:23:49-04:00;NA;NA;3710;472;EZJKNF
images;SBFRTB;2016-07-05T09:24:43-04:00;8;mountaincloud;6928;446;SBFRTB
images;SBFRTB;2016-07-05T09:24:51-04:00;NA;NA;15584;446;SBFRTB
calculations;CQNXQY;2016-07-05T09:24:16-04:00;2;3 - 1 = ?;6305;477;CQNXQY
calculations;CQNXQY;2016-07-05T09:24:19-04:00;NA;NA;8838;477;CQNXQY
calculations;APUJKV;2016-07-05T09:24:43-04:00;8;3 + 5 = ?;3104;474;APUJKV
calculations;APUJKV;2016-07-05T09:25:24-04:00;NA;NA;44345;474;APUJKV
default;GONGAZ;2016-07-05T07:26:16-06:00;NA;NA;259242;435;GONGAZ
calculations;KIJEAJ;2016-07-05T09:26:23-04:00;2;3 - 1 = ?;3359;479;KIJEAJ
calculations;KIJEAJ;2016-07-05T09:26:37-04:00;NA;NA;16823;479;KIJEAJ
calculations;APUJKV;2016-07-05T09:27:49-04:00;3;2 + 1 = ?;2265;474;APUJKV
calculations;APUJKV;2016-07-05T09:27:51-04:00;NA;NA;4297;474;APUJKV
images;PEINFP;2016-07-05T09:28:00-04:00;8;waterfalls;8386;470;PEINFP
images;PEINFP;2016-07-05T09:28:17-04:00;NA;NA;24995;470;PEINFP
images;EXECYX;2016-07-05T09:29:03-04:00;0;wave;4746;466;EXECYX
images;EXECYX;2016-07-05T09:29:07-04:00;NA;NA;8447;466;EXECYX
calculations;KIJEAJ;2016-07-05T09:32:40-04:00;3;8 - 5 = ?;3090;479;KIJEAJ
calculations;KIJEAJ;2016-07-05T09:32:59-04:00;NA;NA;22746;479;KIJEAJ
calculations;KIJEAJ;2016-07-05T09:37:20-04:00;8;3 + 5 = ?;3588;479;KIJEAJ
calculations;KIJEAJ;2016-07-05T09:37:35-04:00;NA;NA;18157;479;KIJEAJ
default;DGGAZF;2016-07-05T08:45:45-05:00;NA;NA;2629;480;DGGAZF
default;ZFQYGF;2016-07-05T08:48:24-05:00;NA;NA;3176;483;ZFQYGF
default;DGGAZF;2016-07-05T08:50:43-05:00;NA;NA;2473;480;DGGAZF
default;ZFQYGF;2016-07-05T08:51:48-05:00;NA;NA;7988;483;ZFQYGF
default;HSXVVH;2016-07-05T09:52:29-04:00;NA;NA;8900;484;HSXVVH
images;EWDVGY;2016-07-05T21:54:05+08:00;9;mountaincloud;11464;469;EWDVGY
images;EWDVGY;2016-07-05T21:54:21+08:00;NA;NA;27679;469;EWDVGY
default;ZFQYGF;2016-07-05T08:54:51-05:00;NA;NA;3152;483;ZFQYGF
default;DGGAZF;2016-07-05T08:56:03-05:00;NA;NA;1584;480;DGGAZF
default;HSXVVH;2016-07-05T09:56:28-04:00;NA;NA;4020;484;HSXVVH
images;EWDVGY;2016-07-05T21:57:50+08:00;9;waterfalls;8746;469;EWDVGY
images;EWDVGY;2016-07-05T21:57:58+08:00;NA;NA;17242;469;EWDVGY
default;HSXVVH;2016-07-05T09:59:22-04:00;NA;NA;2217;484;HSXVVH
images;EWDVGY;2016-07-05T22:01:42+08:00;5;hilltrail;10445;469;EWDVGY
default;PUSJMH;2016-07-05T09:01:24-05:00;NA;NA;10322;486;PUSJMH
images;EWDVGY;2016-07-05T22:01:47+08:00;NA;NA;15950;469;EWDVGY
default;PUSJMH;2016-07-05T09:03:38-05:00;NA;NA;2127;486;PUSJMH
default;PUSJMH;2016-07-05T09:05:38-05:00;NA;NA;1803;486;PUSJMH
images;PMESXV;2016-07-05T09:35:37-05:00;7;hilltrail;10054;490;PMESXV
images;PMESXV;2016-07-05T09:35:48-05:00;NA;NA;20513;490;PMESXV
images;LYACUF;2016-07-05T10:37:43-04:00;0;mountain;14399;488;LYACUF
images;LYACUF;2016-07-05T10:39:22-04:00;NA;NA;113962;488;LYACUF
images;PMESXV;2016-07-05T09:42:30-05:00;8;wave;5854;490;PMESXV
images;PMESXV;2016-07-05T09:42:37-05:00;NA;NA;13433;490;PMESXV
images;LYACUF;2016-07-05T10:45:34-04:00;1;wave;5682;488;LYACUF
images;LYACUF;2016-07-05T10:45:40-04:00;NA;NA;11148;488;LYACUF
images;PMESXV;2016-07-05T09:49:18-05:00;7;frozenlake;9272;490;PMESXV
images;PMESXV;2016-07-05T09:49:26-05:00;NA;NA;17125;490;PMESXV
images;LYACUF;2016-07-05T10:51:31-04:00;5;hilltrail;21659;488;LYACUF
images;LYACUF;2016-07-05T10:51:53-04:00;NA;NA;44061;488;LYACUF
calculations;IJATVV;2016-07-05T10:54:45-05:00;8;4 + 4 = ?;5547;497;IJATVV
calculations;IJATVV;2016-07-05T10:55:15-05:00;NA;NA;35595;497;IJATVV
calculations;IJATVV;2016-07-05T11:08:10-05:00;8;3 + 5 = ?;3506;497;IJATVV
calculations;IJATVV;2016-07-05T11:08:20-05:00;NA;NA;13947;497;IJATVV
calculations;IJATVV;2016-07-05T11:16:17-05:00;2;3 - 1 = ?;3623;497;IJATVV
calculations;IJATVV;2016-07-05T11:16:26-05:00;NA;NA;13118;497;IJATVV
calculations;OVTUZX;2016-07-05T13:19:51-04:00;3;2 + 1 = ?;4421;501;OVTUZX
calculations;OVTUZX;2016-07-05T13:19:55-04:00;NA;NA;7728;501;OVTUZX
calculations;OVTUZX;2016-07-05T13:20:53-04:00;8;4 + 4 = ?;3184;501;OVTUZX
calculations;OVTUZX;2016-07-05T13:20:56-04:00;NA;NA;5378;501;OVTUZX
calculations;OVTUZX;2016-07-05T13:21:54-04:00;8;3 + 5 = ?;4757;501;OVTUZX
calculations;OVTUZX;2016-07-05T13:21:56-04:00;NA;NA;6804;501;OVTUZX
